NAME,B01003_001E,B01001_002E,B01001_026E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B03003_001E,B03003_002E,B03003_003E,B19083_001E,B19083_001M,B19301_001E,B19301A_001E,B19301H_001E,B19301I_001E,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,state,county
"Pike County, Missouri",18489,10217,8272,16469,1405,66,59,12,127,351,1,350,18489,18074,415,0.4245,0.0320,22302,23370,23532,12074,14387,5400,9471,,21146,10047,29,163
"St. Charles County, Missouri",389985,191641,198344,350757,17172,657,9681,48,2063,9607,630,8977,389985,377456,12529,0.3975,0.0070,37229,38110,38563,24296,31004,35643,36986,36150,20471,20164,29,183
"Custer County, Montana",11845,5955,5890,11123,68,233,34,4,62,321,14,307,11845,11454,391,0.4275,0.0246,30123,30837,30903,22958,6656,11612,17226,,,29388,30,017
"Hill County, Montana",16439,8292,8147,11593,37,3933,75,0,203,598,18,580,16439,15846,593,0.4324,0.0190,23017,27924,28088,8330,22886,10597,22944,-666666666,7135,14983,30,041
"Powder River County, Montana",1619,820,799,1536,0,25,0,0,3,55,13,42,1619,1575,44,0.3945,0.0281,30969,31059,31158,16400,-666666666,36940,-666666666,-666666666,,27411,30,075
"Park County, Montana",16246,8164,8082,15600,50,89,15,9,22,461,13,448,16246,15762,484,0.4446,0.0229,32133,32326,32750,15881,,18961,,,49355,28816,30,067
"Roosevelt County, Montana",11228,5559,5669,4105,35,6411,41,0,21,615,19,596,11228,10814,414,0.4791,0.0182,18813,31076,31826,7315,17263,10864,56071,-666666666,17062,17486,30,085
"Blaine County, Montana",6727,3368,3359,3049,26,3427,5,0,77,143,58,85,6727,6489,238,0.4288,0.0217,18155,23367,23389,11481,,13171,,-666666666,33192,9815,30,005
"Liberty County, Montana",2280,1146,1134,2252,0,0,0,0,16,12,0,12,2280,2231,49,0.5684,0.1051,45587,45788,45903,25598,-666666666,-666666666,-666666666,-666666666,,,30,051
"Richland County, Montana",11360,5740,5620,10618,0,343,0,0,82,317,11,306,11360,10756,604,0.3919,0.0223,31849,32351,32852,21289,-666666666,31082,-666666666,-666666666,,21841,30,083
"Teton County, Montana",6080,2994,3086,5759,11,56,13,0,26,215,4,211,6080,5985,95,0.4289,0.0286,27402,27589,27768,12993,,41588,,-666666666,,21104,30,099
"Toole County, Montana",4976,2824,2152,4505,8,228,132,0,7,96,0,96,4976,4793,183,0.4844,0.0741,26434,27697,27979,18393,,10700,11860,-666666666,,25567,30,101
"Fallon County, Montana",2838,1472,1366,2701,40,37,20,0,0,40,1,39,2838,2777,61,0.4237,0.0346,34329,34199,34523,12010,,324,,-666666666,-666666666,57140,30,025
"Daniels County, Montana",1753,884,869,1723,0,14,11,0,0,5,0,5,1753,1669,84,0.4329,0.0583,34799,35025,34787,39654,-666666666,,,-666666666,-666666666,,30,019
"Judith Basin County, Montana",1951,1058,893,1891,0,36,0,0,0,24,0,24,1951,1907,44,0.4585,0.0347,29827,30290,30582,10648,-666666666,19306,-666666666,-666666666,-666666666,,30,045
"Silver Bow County, Montana",34814,17588,17226,32810,205,891,277,0,161,470,2,468,34814,33217,1597,0.4806,0.0186,26224,27073,27506,16896,11567,9439,17820,-666666666,17156,13200,30,093
"Deer Lodge County, Montana",9100,4835,4265,8452,63,157,61,8,35,324,9,315,9100,8794,306,0.4577,0.0323,25742,26622,27230,6736,23356,7469,51116,,10166,9497,30,023
"Jefferson County, Montana",11778,5979,5799,11154,26,128,8,0,54,408,23,385,11778,11493,285,0.4061,0.0183,32133,32787,33021,18869,,14683,,-666666666,5594,21318,30,043
"McCone County, Montana",1630,828,802,1588,0,32,6,0,0,4,4,0,1630,1571,59,0.4000,0.0447,27365,27253,28073,5066,-666666666,17619,,-666666666,-666666666,,30,055
"Wheatland County, Montana",2149,1079,1070,2038,0,59,10,0,0,42,0,42,2149,2092,57,0.4120,0.0432,21442,21602,21769,24991,-666666666,25241,,-666666666,-666666666,,30,107
"Rosebud County, Montana",9250,4608,4642,5435,10,3464,99,0,89,153,24,129,9250,8793,457,0.4289,0.0230,23471,30162,31319,17659,,12314,3391,-666666666,50742,32718,30,087
"Carter County, Montana",1318,649,669,1285,0,7,0,0,0,26,0,26,1318,1315,3,0.5126,0.0422,32001,32447,32519,,-666666666,,-666666666,-666666666,-666666666,9646,30,011
"Dawson County, Montana",9191,4877,4314,8709,114,196,18,0,51,103,1,102,9191,8906,285,0.4189,0.0368,32501,33687,34011,20504,6844,10120,,-666666666,18916,14608,30,021
"Broadwater County, Montana",5834,2975,2859,5606,3,72,0,0,19,134,21,113,5834,5673,161,0.4320,0.0627,32362,32660,33157,19635,,16747,-666666666,-666666666,,19542,30,007
"Lake County, Montana",29774,14744,15030,20007,81,7254,111,67,86,2168,148,2020,29774,28460,1314,0.4680,0.0197,24912,29570,30031,14036,19421,15812,23147,23800,17047,13019,30,047
"Pondera County, Montana",6044,3003,3041,4959,26,910,5,0,34,110,0,110,6044,5925,119,0.4544,0.0331,24392,27135,27282,4183,8527,12419,28520,-666666666,,10093,30,073
"Yellowstone County, Montana",157816,77773,80043,143165,993,6942,1008,211,987,4510,405,4105,157816,149145,8671,0.4586,0.0121,33007,34463,35271,17637,18991,17999,29741,16662,19179,17522,30,111
"Ravalli County, Montana",41902,20822,21080,40242,34,386,234,0,71,935,33,902,41902,40462,1440,0.4613,0.0249,27766,28158,28492,17215,,16111,18601,-666666666,32975,18390,30,081
"Valley County, Montana",7532,3730,3802,6512,6,643,30,17,31,293,0,293,7532,7333,199,0.4090,0.0235,28899,31048,31210,19269,,13282,,,,16653,30,105
"Fergus County, Montana",11273,5682,5591,10724,18,81,117,72,148,113,6,107,11273,11015,258,0.4311,0.0354,29237,29496,29326,35937,,18575,15489,,27507,45297,30,027
"Mineral County, Montana",4211,2135,2076,3926,3,107,61,0,7,107,0,107,4211,4130,81,0.4565,0.0627,23744,24236,24293,19985,,13763,,-666666666,,16952,30,061
"Petroleum County, Montana",432,229,203,424,0,0,8,0,0,0,0,0,432,432,0,0.4212,0.0591,32565,32553,32553,-666666666,-666666666,-666666666,,-666666666,-666666666,-666666666,30,069
"Sanders County, Montana",11521,5935,5586,10630,19,410,59,1,23,379,43,336,11521,11194,327,0.4663,0.0330,23822,24401,24502,17342,,16492,13878,,,18995,30,089
"Flathead County, Montana",98082,48823,49259,92695,357,1553,624,45,727,2081,183,1898,98082,95430,2652,0.4546,0.0166,30068,30643,30885,19284,25821,21806,21353,7876,22146,17235,30,029
"Wibaux County, Montana",1175,561,614,1167,0,4,4,0,0,0,0,0,1175,1126,49,0.3573,0.0388,23137,23009,23132,20196,-666666666,,,-666666666,-666666666,-666666666,30,109
"Meagher County, Montana",1968,966,1002,1860,0,31,0,0,50,27,0,27,1968,1915,53,0.4024,0.0310,23972,24296,24294,,-666666666,40858,-666666666,-666666666,,,30,059
"Carbon County, Montana",10546,5317,5229,10204,41,148,21,0,24,108,4,104,10546,10287,259,0.4125,0.0189,32553,32751,33170,17413,36666,31900,38214,-666666666,,17427,30,009
"Phillips County, Montana",4124,2101,2023,3519,0,425,18,0,14,148,32,116,4124,4022,102,0.4175,0.0320,23533,25119,25344,7183,-666666666,16876,,-666666666,,8526,30,071
"Adams County, Nebraska",31583,15947,15636,29464,212,165,420,9,687,626,81,545,31583,28442,3141,0.4607,0.0226,28783,29777,30953,16488,9234,16075,16765,,14390,15990,31,001
"Lancaster County, Nebraska",310094,155699,154395,267938,12499,1772,13217,215,3989,10464,1318,9146,310094,288814,21280,0.4418,0.0061,30929,32874,33725,17269,17202,18760,23993,121267,16562,11955,31,109
"Boone County, Nebraska",5313,2641,2672,5229,22,5,6,5,6,40,1,39,5313,5201,112,0.4191,0.0250,30680,30913,31250,14583,49268,,,,13150,,31,011
"Rock County, Nebraska",1350,674,676,1324,10,0,0,0,8,8,0,8,1350,1333,17,0.4360,0.0343,34441,34870,35053,,,-666666666,-666666666,-666666666,,,31,149
"Banner County, Nebraska",696,346,350,679,0,0,0,0,3,14,0,14,696,654,42,0.5146,0.0678,34670,34667,36260,10169,-666666666,-666666666,-666666666,-666666666,,35486,31,007
"Sherman County, Nebraska",3042,1527,1515,2980,0,1,19,1,19,22,0,22,3042,2976,66,0.3968,0.0419,27380,27619,27687,23065,-666666666,,6542,,22421,18518,31,163
"Richardson County, Nebraska",8009,3974,4035,7538,17,171,17,0,16,250,0,250,8009,7852,157,0.4305,0.0286,28965,29278,29345,24706,58541,23712,,-666666666,15381,23582,31,147
"Howard County, Nebraska",6405,3227,3178,6179,12,2,13,2,101,96,0,96,6405,6240,165,0.3737,0.0195,26651,27019,27120,17776,6658,,42131,,18286,12936,31,093
"Holt County, Nebraska",10245,5142,5103,9961,12,80,51,3,51,87,53,34,10245,9781,464,0.4124,0.0279,29975,30215,30913,12864,,11410,60145,,33004,2983,31,089
"Furnas County, Nebraska",4786,2349,2437,4619,7,16,19,3,44,78,4,74,4786,4596,190,0.4205,0.0253,27031,27366,27676,15902,,,,,13891,17555,31,065
"Gosper County, Nebraska",2015,1000,1015,1974,9,1,11,0,2,18,0,18,2015,1969,46,0.4128,0.0501,34731,34894,35459,9667,,,,-666666666,,,31,073
"Saline County, Nebraska",14288,7257,7031,12617,150,38,449,17,646,371,118,253,14288,10771,3517,0.3916,0.0238,22943,24377,27217,13393,15201,26416,10656,,14669,7279,31,151
"Sarpy County, Nebraska",178351,89176,89175,156868,6944,694,4520,183,2943,6199,474,5725,178351,162231,16120,0.3841,0.0075,34928,36238,37444,20314,33302,25093,28478,18551,17956,17932,31,153
"Thurston County, Nebraska",7140,3545,3595,2801,19,4139,51,0,5,125,33,92,7140,6742,398,0.4761,0.0338,20396,35301,37445,8725,10368,10680,9767,-666666666,,14393,31,173
"Washington County, Nebraska",20219,9911,10308,19598,233,7,62,8,40,271,29,242,20219,19635,584,0.4039,0.0189,34178,34646,34888,23567,20803,,28495,,26455,15231,31,177
"Boyd County, Nebraska",2042,1028,1014,1951,9,24,17,0,5,36,0,36,2042,2027,15,0.4468,0.0382,27951,28093,28237,,,20271,,-666666666,,26933,31,015
"Cherry County, Nebraska",5790,2847,2943,5291,1,193,19,9,0,277,1,276,5790,5608,182,0.4118,0.0411,27605,28765,29411,10604,,10075,,,-666666666,19257,31,031
"Dodge County, Nebraska",36683,18126,18557,34548,336,348,158,60,499,734,50,684,36683,32164,4519,0.4282,0.0224,27494,28522,30509,11144,9741,10598,14991,5815,12447,9946,31,053
"Fillmore County, Nebraska",5574,2782,2792,5406,31,37,17,0,31,52,0,52,5574,5354,220,0.4430,0.0335,32631,33197,33923,10601,10997,8441,58476,-666666666,6077,11354,31,059
"Garden County, Nebraska",1860,937,923,1829,4,8,0,0,7,12,0,12,1860,1779,81,0.5065,0.0973,33572,33948,33847,34716,,,-666666666,-666666666,,,31,069
"Hooker County, Nebraska",691,324,367,682,6,0,0,0,3,0,0,0,691,670,21,0.4188,0.0634,25791,26107,25906,29514,,-666666666,-666666666,-666666666,,-666666666,31,091
"Morrill County, Nebraska",4841,2445,2396,4609,41,21,12,0,65,93,28,65,4841,4089,752,0.4246,0.0371,26461,26766,29297,13090,,52214,,-666666666,22942,17390,31,123
"Nemaha County, Nebraska",7004,3465,3539,6734,105,36,52,1,20,56,10,46,7004,6816,188,0.4225,0.0223,27945,28392,28697,13281,13692,1564,39729,,11065,13214,31,127
"Seward County, Nebraska",17127,8726,8401,16484,82,31,97,0,145,288,39,249,17127,16670,457,0.3992,0.0137,30694,30989,31190,28524,18112,28194,9560,-666666666,28885,25702,31,159
"Thomas County, Nebraska",645,321,324,630,0,3,0,0,2,10,0,10,645,642,3,0.4075,0.0432,28701,28683,28729,,-666666666,,-666666666,-666666666,,38720,31,171
"Dakota County, Nebraska",20317,10219,10098,13995,954,592,669,22,3588,497,54,443,20317,12493,7824,0.4173,0.0280,24365,26601,30160,18737,16053,19006,12044,,20459,28100,31,043
"Webster County, Nebraska",3571,1769,1802,3401,9,0,0,10,21,130,14,116,3571,3395,176,0.4630,0.0301,26970,27754,28310,14419,,-666666666,-666666666,1320,,12269,31,181
"Antelope County, Nebraska",6372,3204,3168,6216,48,9,10,0,54,35,0,35,6372,6169,203,0.4315,0.0270,26406,26791,27081,12075,12685,,,-666666666,6048,3394,31,003
"Butler County, Nebraska",8067,4056,4011,7799,36,16,53,0,68,95,6,89,8067,7806,261,0.3874,0.0188,28776,29102,29451,12481,,39606,33164,-666666666,18271,16138,31,023
"Clay County, Nebraska",6232,3165,3067,6026,4,18,10,0,54,120,29,91,6232,5673,559,0.3962,0.0252,27297,27751,29065,12467,,,,-666666666,21648,8523,31,035
"Custer County, Nebraska",10830,5366,5464,10488,25,9,80,0,78,150,8,142,10830,10502,328,0.5024,0.0636,33294,33671,34116,11885,,,17735,-666666666,12169,33090,31,041
"Gage County, Nebraska",21595,10826,10769,20847,160,152,125,23,117,171,23,148,21595,21078,517,0.4123,0.0136,28438,28701,28863,19553,35698,25650,15614,,15820,9087,31,067
"Hamilton County, Nebraska",9178,4564,4614,8836,48,57,6,0,137,94,13,81,9178,8880,298,0.3800,0.0188,32086,32753,33004,13347,,11700,,-666666666,14074,25622,31,081
"Kearney County, Nebraska",6552,3240,3312,6321,8,25,21,0,38,139,83,56,6552,6153,399,0.4245,0.0365,30355,31096,31752,14866,,11168,4833,-666666666,25242,6661,31,099
"Keith County, Nebraska",8099,4141,3958,7798,70,87,56,16,30,42,14,28,8099,7532,567,0.4243,0.0213,28410,28922,29770,16034,27140,7800,10695,,19400,11331,31,101
"Madison County, Nebraska",35164,17490,17674,32216,521,533,527,0,899,468,65,403,35164,29951,5213,0.4362,0.0226,27528,28329,30212,15349,12892,13506,43217,-666666666,16171,8774,31,119
"Perkins County, Nebraska",2907,1499,1408,2876,8,1,0,0,7,15,0,15,2907,2790,117,0.4365,0.0525,33749,33854,34661,13280,,,-666666666,-666666666,,5073,31,135
"Saunders County, Nebraska",21024,10628,10396,20468,64,59,71,0,52,310,4,306,21024,20568,456,0.3904,0.0220,32344,32808,33129,15794,11877,23590,37348,-666666666,9621,10273,31,155
"Wayne County, Nebraska",9367,4716,4651,8905,166,53,48,0,83,112,4,108,9367,8826,541,0.4235,0.0331,27192,28029,28724,15623,5570,14704,15654,-666666666,17304,10877,31,179
"Keya Paha County, Nebraska",792,416,376,780,0,0,0,0,1,11,4,7,792,784,8,0.4274,0.0346,31406,31641,31641,,-666666666,-666666666,-666666666,-666666666,,,31,103
"Knox County, Nebraska",8460,4150,4310,7345,23,836,27,11,81,137,10,127,8460,8237,223,0.4171,0.0180,27372,29435,29588,15080,13270,12862,12770,,25707,13455,31,107
"Lincoln County, Nebraska",35433,17497,17936,33735,484,126,118,12,221,737,91,646,35433,32476,2957,0.4370,0.0224,30073,30417,31667,16493,15522,53277,28940,,30315,20264,31,111
"Pierce County, Nebraska",7157,3566,3591,6977,17,8,30,6,4,115,7,108,7157,7033,124,0.4048,0.0200,29509,29459,29638,36376,,21200,4553,,,38861,31,139
"Sioux County, Nebraska",1266,643,623,1164,6,3,3,0,0,90,0,90,1266,1260,6,0.4020,0.0289,26951,28280,28406,,,,,-666666666,-666666666,,31,165
"Cass County, Nebraska",25702,12929,12773,24747,153,30,73,55,166,478,57,421,25702,24891,811,0.3927,0.0141,33178,33564,33813,26076,14042,37013,30175,26342,24716,23219,31,025
"Dixon County, Nebraska",5746,2884,2862,5417,16,25,4,0,200,84,0,84,5746,4984,762,0.4033,0.0213,26757,27429,28860,15610,13850,16060,,-666666666,19498,6989,31,051
"Dundy County, Nebraska",2023,1013,1010,2007,4,2,0,0,0,10,0,10,2023,1706,317,0.4248,0.0327,25790,25522,28399,10185,,,-666666666,-666666666,-666666666,85140,31,057
"Greeley County, Nebraska",2410,1207,1203,2350,12,4,10,0,20,14,0,14,2410,2360,50,0.4090,0.0243,26159,26260,26524,15552,,,17390,-666666666,38520,25179,31,077
"Hall County, Nebraska",61343,30830,30513,53784,1533,358,691,219,3787,971,237,734,61343,44639,16704,0.4407,0.0197,27421,28405,32135,15682,32061,18956,39824,17421,15079,10241,31,079
"Otoe County, Nebraska",15896,7742,8154,15046,61,87,42,0,253,407,82,325,15896,14660,1236,0.4194,0.0255,29229,30114,30968,16245,22082,11476,,-666666666,16827,9794,31,131
"Red Willow County, Nebraska",10806,5401,5405,10398,80,19,21,0,69,219,0,219,10806,10264,542,0.4174,0.0239,25456,26057,26659,12502,4193,,30605,-666666666,8719,10679,31,145
"Dawes County, Nebraska",8896,4571,4325,7938,172,410,51,0,38,287,0,287,8896,8447,449,0.4053,0.0359,26021,27345,26188,42707,15752,17207,5661,-666666666,,15098,31,045
"Cheyenne County, Nebraska",9852,4903,4949,9404,10,60,126,2,41,209,11,198,9852,9186,666,0.4309,0.0208,32321,33225,34105,17519,18730,16605,20425,,9254,8680,31,033
"Dawson County, Nebraska",23804,12241,11563,21056,1468,187,80,19,778,216,6,210,23804,15921,7883,0.4144,0.0261,25590,26969,31862,16156,17188,22694,10818,,11664,8406,31,047
"Valley County, Nebraska",4224,2073,2151,4148,20,16,0,0,3,37,0,37,4224,4092,132,0.4459,0.0410,28587,28790,29136,17860,,,-666666666,-666666666,,14795,31,175
"McPherson County, Nebraska",454,241,213,435,0,0,0,0,4,15,0,15,454,445,9,0.4108,0.0648,26384,27167,27223,,-666666666,-666666666,-666666666,-666666666,,,31,117
"Nance County, Nebraska",3554,1769,1785,3520,16,14,2,0,2,0,0,0,3554,3459,95,0.4803,0.0657,29711,29831,29806,30259,,,,-666666666,,-666666666,31,125
"Stanton County, Nebraska",5992,3002,2990,5811,85,0,28,0,25,43,0,43,5992,5674,318,0.4110,0.0685,31686,32034,32919,16676,22962,-666666666,34346,-666666666,,,31,167
"Harlan County, Nebraska",3438,1781,1657,3283,28,19,12,1,46,49,26,23,3438,3303,135,0.4092,0.0307,27421,27190,27372,17991,98493,26305,32358,,23387,5859,31,083
"Blaine County, Nebraska",480,246,234,480,0,0,0,0,0,0,0,0,480,480,0,0.3731,0.0515,26767,26767,26767,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,31,009
"Buffalo County, Nebraska",49030,24593,24437,45183,563,70,696,7,1630,881,72,809,49030,44704,4326,0.4498,0.0229,30184,31197,32131,15472,14864,15083,33096,,18106,9432,31,019
"Deuel County, Nebraska",1894,892,1002,1790,4,29,13,0,30,28,0,28,1894,1746,148,0.4050,0.0330,27397,28030,29196,10132,,19279,23254,-666666666,,27654,31,049
"Hitchcock County, Nebraska",2843,1414,1429,2832,3,2,0,0,1,5,2,3,2843,2812,31,0.4533,0.0550,26917,26985,27170,8371,,,-666666666,-666666666,,13080,31,087
"Platte County, Nebraska",33063,16860,16203,31534,160,123,254,3,638,351,95,256,33063,26980,6083,0.4135,0.0222,29847,30274,33340,15928,30270,20953,26597,,19438,15206,31,141
"Thayer County, Nebraska",5098,2545,2553,4948,23,17,0,0,17,93,10,83,5098,4979,119,0.4002,0.0201,28793,29259,29465,16003,9326,8935,-666666666,-666666666,13624,15240,31,169
"Box Butte County, Nebraska",11089,5472,5617,10176,42,427,33,0,94,317,78,239,11089,9718,1371,0.3908,0.0282,28835,30044,31461,21402,27479,14702,,-666666666,24987,13050,31,013
"Churchill County, Nevada",24010,12138,11872,20192,588,1074,663,50,531,912,102,810,24010,20750,3260,0.4112,0.0193,26606,28376,29992,16045,18088,20009,20080,15486,10698,15288,32,001
"Douglas County, Nevada",47828,24102,23726,42695,312,1016,686,153,1577,1389,83,1306,47828,41847,5981,0.4382,0.0172,36390,38180,39885,19366,12160,18193,38919,22786,16740,22682,32,005
"Pershing County, Nevada",6611,4286,2325,5369,292,269,92,30,315,244,24,220,6611,5014,1597,0.4214,0.0328,19330,22403,25097,9242,4276,9714,10686,,5903,1389,32,027
"Esmeralda County, Nevada",981,406,575,931,11,7,0,0,31,1,0,1,981,795,186,0.3543,0.0347,24713,24600,27594,12966,,,-666666666,-666666666,29726,,32,009
"Humboldt County, Nevada",16904,8779,8125,14803,70,926,84,0,745,276,38,238,16904,12383,4521,0.3659,0.0187,30516,31913,35356,22223,29467,13887,32620,-666666666,23977,28655,32,013
"Mineral County, Nevada",4448,2205,2243,2975,111,1005,129,0,54,174,63,111,4448,3911,537,0.4289,0.0314,22897,27125,27850,19331,9969,13838,11331,-666666666,23331,19618,32,021
"White Pine County, Nevada",9737,5704,4033,8335,518,540,111,15,103,115,15,100,9737,8215,1522,0.3983,0.0280,26412,27837,29681,17686,5837,22357,64377,3193,16327,10259,32,033
"Elko County, Nevada",52252,27199,25053,45135,289,3362,593,119,2094,660,144,516,52252,39585,12667,0.3866,0.0155,33091,35058,38409,22972,17094,18547,26959,5588,21074,28269,32,007
"Lincoln County, Nevada",5174,2673,2501,4614,192,12,62,0,251,43,1,42,5174,4732,442,0.3680,0.0358,25304,26568,27424,6628,3679,,,-666666666,10288,25470,32,017
"Nye County, Nevada",43705,22243,21462,36290,1053,651,728,166,3334,1483,110,1373,43705,37419,6286,0.4194,0.0202,25092,26217,26730,18610,23526,21419,14941,22894,16801,24177,32,023
"Storey County, Nevada",3941,1963,1978,3519,32,75,38,0,14,263,0,263,3941,3738,203,0.4175,0.0465,35887,37839,38843,19067,17544,43821,36950,-666666666,,11258,32,029
"Washoe County, Nevada",450486,226751,223735,355208,10330,7048,23612,2802,31573,19913,3338,16575,450486,341564,108922,0.4581,0.0058,33546,36501,40887,18262,25066,23821,31062,20272,17979,18162,32,031
"Clark County, Nevada",2141574,1069779,1071795,1299138,245827,16590,205824,15846,246907,111442,19190,92252,2141574,1479493,662081,0.4614,0.0034,29256,33740,39226,18378,22133,20981,31163,22157,17024,18502,32,003
